"type","price","title","status","discount","per_serviceman_commission","duration","user_id","description","speciality_description","is_featured","duration_unit","service_rate","required_servicemen","created_by_id","is_random_related_services","categories","taxes","related_services","image","web_images","web_thumbnail","thumbnail"
"fixed","50","Haircut and Styling Service","1","10","7","45","3","Our professional haircut and styling service is designed to make you look and feel your best. Whether you're looking for a trendy new cut or a classic look, our expert stylists will work with you to achieve your desired style.","","","minutes","45","1","1","1","[49,50,51]","[1]","","[""http:\/\/127.0.0.1:8000\/storage\/612\/images-(1).jpeg"",""http:\/\/127.0.0.1:8000\/storage\/613\/images.jpeg"",""http:\/\/127.0.0.1:8000\/storage\/614\/download-(5).jpeg""]","[""http:\/\/127.0.0.1:8000\/storage\/615\/download.jpeg""]","[""http:\/\/127.0.0.1:8000\/storage\/931\/Water-Heater-Installation-and-Repair_thumbnail-1.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/928\/Water-Heater-Installation-and-Repair_1-1.jpg"",""http:\/\/127.0.0.1:8000\/storage\/929\/Water-Heater-Installation-and-Repair_2-1.jpg"",""http:\/\/127.0.0.1:8000\/storage\/930\/Water-Heater-Installation-and-Repair_3-1.jpg""]"
"remotely","29.99","Online Language Tutoring","1","10","7","60","3","Learn a new language at your own pace with personalized tutoring sessions. Whether you're a beginner or looking to enhance your skills, our professional tutors will guide you through each lesson with engaging activities and real-life conversation practice.","","","minutes","26.99","1","1","1","[65]","[1]","[64]","[""http:\/\/127.0.0.1:8000\/storage\/1054\/Online-Language-Tutoring_3.jpg"",""http:\/\/127.0.0.1:8000\/storage\/1055\/Online-Language-Tutoring_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/1056\/Online-Language-Tutoring_1.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/1057\/Online-Language-Tutoring_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/1000\/Online-Language-Tutoring_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/997\/Online-Language-Tutoring_3.jpg"",""http:\/\/127.0.0.1:8000\/storage\/998\/Online-Language-Tutoring_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/999\/Online-Language-Tutoring_1.jpg""]"
"remotely","49.99","Online Cooking Classes","1","15","6","90","3","Learn to cook delicious meals from the comfort of your home with our expert chefs. Whether you want to master classic dishes or explore international cuisines, our online cooking classes cater to all skill levels.","","","minutes","42.49","1","1","1","[65]","[1]","[63]","[""http:\/\/127.0.0.1:8000\/storage\/1058\/Cooking-Classes_3.jpg"",""http:\/\/127.0.0.1:8000\/storage\/1059\/Cooking-Classes_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/1060\/Cooking-Classes_1.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/1061\/Cooking-Classes_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/1024\/Cooking-Classes_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/1021\/Cooking-Classes_3.jpg"",""http:\/\/127.0.0.1:8000\/storage\/1022\/Cooking-Classes_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/1023\/Cooking-Classes_1.jpg""]"
"provider_site","89.99","In-Clinic Physiotherapy Sessions","1","20","7","45","3","Our in-clinic physiotherapy sessions are designed to help you recover from injuries, manage pain, and improve your mobility. With personalized treatment plans tailored to your specific needs, our experienced physiotherapists guide you through every step of your recovery.","","","minutes","71.99","1","1","1","[66]","[1]","","[""http:\/\/127.0.0.1:8000\/storage\/1062\/In-Clinic-Physiotherapy-Sessions_3.jpg"",""http:\/\/127.0.0.1:8000\/storage\/1063\/In-Clinic-Physiotherapy-Sessions_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/1064\/In-Clinic-Physiotherapy-Sessions_1.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/1065\/In-Clinic-Physiotherapy-Sessions_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/1032\/In-Clinic-Physiotherapy-Sessions_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/1029\/In-Clinic-Physiotherapy-Sessions_3.jpg"",""http:\/\/127.0.0.1:8000\/storage\/1030\/In-Clinic-Physiotherapy-Sessions_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/1031\/In-Clinic-Physiotherapy-Sessions_1.jpg""]"
"provider_site","29.99","Yoga for Stress Relief","1","10","7","60","3","Our Yoga for Stress Relief classes are designed to help you relax, rejuvenate, and find inner peace. By incorporating breathing techniques, gentle movements, and mindfulness, we offer a holistic approach to managing stress and promoting overall well-being.","","","minutes","26.99","1","1","1","[67]","","","[""http:\/\/127.0.0.1:8000\/storage\/1066\/Yoga-for-Stress-Relief_3.jpg"",""http:\/\/127.0.0.1:8000\/storage\/1067\/Yoga-for-Stress-Relief_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/1068\/Yoga-for-Stress-Relief_1.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/1069\/Yoga-for-Stress-Relief_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/1040\/Yoga-for-Stress-Relief_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/1037\/Yoga-for-Stress-Relief_3.jpg"",""http:\/\/127.0.0.1:8000\/storage\/1038\/Yoga-for-Stress-Relief_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/1039\/Yoga-for-Stress-Relief_1.jpg""]"
"fixed","50","Gas Filling With Repairing","1","","","","3","","","","","","","1","","","","","","[""http:\/\/127.0.0.1:8000\/storage\/1082\/Gas-Filling-With-Repairing.jpg""]","",""
"fixed","30","Leak Detection Service","1","","","","22","","","","","","","1","","","","","","[""http:\/\/127.0.0.1:8000\/storage\/1081\/Leak-Detection-Service.jpg""]","",""
"fixed","75","Pipe Insulation Installation","1","","","","22","","","","","","","1","","","","","","[""http:\/\/127.0.0.1:8000\/storage\/1080\/Pipe-Insulation-Installation.jpg""]","",""
"fixed","40","Primer Application","1","","","","21","","","","","","","1","","","","","","[""http:\/\/127.0.0.1:8000\/storage\/1079\/Primer-Application.jpg""]","",""
"fixed","70","Protective Coating","1","","","","21","","","","","","","1","","","","","","[""http:\/\/127.0.0.1:8000\/storage\/1078\/Protective-Coating.jpg""]","",""
